ORDER_DATE,CAR_NUM,VISIT_ORDER,LAT,LON
20220424,CA06,9,1.31809,103.87624
20220424,CA06,10,1.31798,103.87748
20220424,CA06,11,1.31772,103.87729
20220424,CA06,12,1.31798,103.87748
20220424,CA06,13,1.31809,103.87624
20220424,CA06,14,1.31809,103.87624
20220424,CA06,15,1.32353,103.89853
20220424,CA06,16,1.31895,103.89445
20220424,DT11,0,1.31895,103.89445
20220424,DT11,1,1.31536,103.71581
20220424,DT11,2,1.31895,103.89445
20220424,CE04,0,1.31895,103.89445
20220424,CE04,1,1.341,103.88055
20220424,CE04,2,1.33841,103.8702
20220424,CE04,3,1.3346,103.8819
20220424,CE04,4,1.3346,103.8819
20220424,CE04,5,1.3346,103.8819
20220424,CE04,6,1.33669,103.88484
20220424,CE04,7,1.33669,103.88483
20220424,CE04,8,1.33664,103.88368
20220424,CE04,9,1.3335,103.88711
20220424,CE04,10,1.3339,103.88279
20220424,CE04,11,1.33414,103.88266
20220424,CE04,12,1.33414,103.88266
20220424,CE04,13,1.33624,103.88218
20220424,CE04,14,1.33712,103.88264
20220424,CE04,15,1.33766,103.88404
20220424,CE04,16,1.3378,103.88459
20220424,CE04,17,1.33518,103.88457
20220424,CE04,18,1.33543,103.88433
20220424,CE04,19,1.3354,103.88548
20220424,CE04,20,1.31895,103.89445
20220424,CE02,0,1.31895,103.89445
20220424,CE02,1,1.29936,103.83848
20220424,CE02,2,1.2992,103.83853
20220424,CE02,3,1.29603,103.83849
20220424,CE02,4,1.30071,103.8449
20220424,CE02,5,1.30071,103.8449
20220424,CE02,6,1.30396,103.83606
20220424,CE02,7,1.2997,103.84539
20220424,CE02,8,1.30097,103.83847
20220424,CE02,9,1.29307,103.84
20220424,CE02,10,1.30169,103.82533
20220424,CE02,11,1.30261,103.83391
20220424,CE02,12,1.30323,103.82394
20220424,CE02,13,1.31895,103.89445
20220424,DT01,0,1.31895,103.89445
20220424,DT01,1,1.355,103.70846
20220424,DT01,2,1.31895,103.89445
20220424,CD05,0,1.31895,103.89445
20220424,CD05,1,1.3934,103.87317
20220424,CD05,2,1.3918,103.8733
20220424,CD05,3,1.39223,103.87356
20220424,CD05,4,1.38681,103.89144
20220424,CD05,5,1.39296,103.88013
20220424,CD05,6,1.38902,103.87945
20220424,CD05,7,1.39863,103.88974
20220424,CD05,8,1.39725,103.8891
20220424,CD05,9,1.3946,103.89119
20220424,CD05,10,1.3859,103.90556
20220424,CD05,11,1.39161,103.90493
20220424,CD05,12,1.3891,103.90749
20220424,CD05,13,1.39164,103.8999
20220424,CD05,14,1.39188,103.89922
20220424,CD05,15,1.39574,103.90085
20220424,CD05,16,1.39496,103.90108
20220424,CD05,17,1.39631,103.89114
20220424,CD05,18,1.3926,103.90533
20220424,CD05,19,1.40814,103.89665
20220424,CD05,20,1.40521,103.89949
20220424,CD05,21,1.40094,103.90409
20220424,CD05,22,1.40207,103.91846
20220424,CD05,23,1.39741,103.90457
20220424,CD05,24,1.39617,103.91122
20220424,CD05,25,1.3939,103.9138
20220424,CD05,26,1.3998,103.91115
20220424,CD05,27,1.31895,103.89445
20220424,CC05,0,1.31895,103.89445
20220424,CC05,1,1.33438,103.74278
20220424,CC05,2,1.34444,103.72772
20220424,CC05,3,1.34431,103.72723
20220424,CC05,4,1.32854,103.75236
20220424,CC05,5,1.32577,103.74865
20220424,CC05,6,1.33089,103.75032
20220424,CC05,7,1.33089,103.75032
20220424,CC05,8,1.3351,103.74685
20220424,CC05,9,1.33477,103.74658
20220424,CC05,10,1.33559,103.74666
20220424,CC05,11,1.33482,103.74684
20220424,CC05,12,1.30374,103.76014
20220424,CC05,13,1.3248,103.75037
20220424,CC05,14,1.31895,103.89445
20220424,CC02,0,1.31895,103.89445
20220424,CC02,1,1.30419,103.79783
20220424,CC02,2,1.28542,103.809
20220424,CC02,3,1.28252,103.82046
20220424,CC02,4,1.2803,103.81993
20220424,CC02,5,1.28167,103.82089
20220424,CC02,6,1.28175,103.82125
20220424,CC02,7,1.28071,103.82087
20220424,CC02,8,1.28091,103.82221
20220424,CC02,9,1.28085,103.82214
20220424,CC02,10,1.28774,103.83639
20220424,CC02,11,1.28581,103.8345
20220424,CC02,12,1.28428,103.83499
20220424,CC02,13,1.285,103.82285
20220424,CC02,14,1.31895,103.89445
20220424,DT03,0,1.31895,103.89445
20220424,DT03,1,1.36907,103.90951
20220424,DT03,2,1.372,103.90951
20220424,DT03,3,1.36827,103.90855
20220424,DT03,4,1.36907,103.90842
20220424,DT03,5,1.3698,103.90969
20220424,DT03,6,1.36909,103.90943
20220424,DT03,7,1.36907,103.90951
20220424,DT03,8,1.36907,103.90951
20220424,DT03,9,1.372,103.90951
20220424,DT03,10,1.372,103.90951
20220424,DT03,11,1.372,103.90951
20220424,DT03,12,1.372,103.90951
20220424,DT03,13,1.372,103.90951
20220424,DT03,14,1.372,103.90951
20220424,DT03,15,1.372,103.90951
20220424,DT03,16,1.372,103.90951
20220424,DT03,17,1.31895,103.89445
20220424,CA01,0,1.31895,103.89445
20220424,CA01,1,1.32805,103.89201
20220424,CA01,2,1.33217,103.88963
20220424,CA01,3,1.33217,103.88963
20220424,CA01,4,1.33217,103.88963
20220424,CA01,5,1.32646,103.89636
20220424,CA01,6,1.32646,103.89636
20220424,CA01,7,1.32626,103.89637
20220424,CA01,8,1.32556,103.89387
20220424,CA01,9,1.32553,103.8939
20220424,CA01,10,1.32556,103.89387
20220424,CA01,11,1.32673,103.89495
20220424,CA01,12,1.3258,103.8979
20220424,CA01,13,1.32486,103.89546
20220424,CA01,14,1.32689,103.89836
20220424,CA01,15,1.32717,103.89851
20220424,CA01,16,1.32806,103.89734
20220424,CA01,17,1.32461,103.89396
20220424,CA01,18,1.32939,103.89672
20220424,CA01,19,1.31895,103.89445
20220424,CA07,0,1.31895,103.89445
20220424,CA07,1,1.35981,103.94626
20220424,CA07,2,1.36263,103.95088
20220424,CA07,3,1.35528,103.9565
20220424,CA07,4,1.36366,103.955
20220424,CA07,5,1.36283,103.93904
20220424,CA07,6,1.35298,103.92956
20220424,CA07,7,1.35298,103.92956
20220424,CA07,8,1.35057,103.9352
20220424,CA07,9,1.34959,103.95679
20220424,CA07,10,1.35636,103.94553
20220424,CA07,11,1.35636,103.94553
20220424,CA07,12,1.33996,103.94183
20220424,CA07,13,1.34084,103.9415
20220424,CA07,14,1.34436,103.94232
20220424,CA07,15,1.3399,103.9439
20220424,CA07,16,1.37539,103.93053
20220424,CA07,17,1.37539,103.93053
20220424,CA07,18,1.37144,103.93341
20220424,CA07,19,1.37148,103.93354
20220424,CA07,20,1.37144,103.93341
20220424,CA07,21,1.37144,103.93341
20220424,CA07,22,1.35065,103.93402
20220424,CA07,23,1.31895,103.89445
20220424,CC06,0,1.31895,103.89445
20220424,CC06,1,1.33336,103.70122
20220424,CC06,2,1.33336,103.70122
20220424,CC06,3,1.32889,103.70131
20220424,CC06,4,1.32842,103.68834
20220424,CC06,5,1.33731,103.71525
20220424,CC06,6,1.33776,103.72288
20220424,CC06,7,1.32845,103.72333
20220424,CC06,8,1.32964,103.69914
20220424,CC06,9,1.33395,103.70014
20220424,CC06,10,1.31296,103.72122
20220424,CC06,11,1.31231,103.71987
20220424,CC06,12,1.31231,103.71987
20220424,CC06,13,1.31231,103.71987
20220424,CC06,14,1.31308,103.71317
20220424,CC06,15,1.35208,103.81984
20220424,CC06,16,1.31344,103.71365
20220424,CC06,17,1.31308,103.71317
20220424,CC06,18,1.31344,103.71365
20220424,CC06,19,1.31895,103.89445
20220424,CD06,0,1.31895,103.89445
20220424,CD06,1,1.3599,103.85555
20220424,CD06,2,1.36011,103.85754
20220424,CD06,3,1.384,103.82605
20220424,CD06,4,1.38409,103.82605
20220424,CD06,5,1.38462,103.82705
20220424,CD06,6,1.38462,103.82705
20220424,CD06,7,1.38443,103.82715
20220424,CD06,8,1.38462,103.82705
20220424,CD06,9,1.38444,103.82715
20220424,CD06,10,1.38616,103.8265
20220424,CD06,11,1.3866,103.82679
20220424,CD06,12,1.38611,103.82675
20220424,CD06,13,1.38804,103.83074
20220424,CD06,14,1.378,103.83351
20220424,CD06,15,1.38589,103.84549
20220424,CD06,16,1.38589,103.84549
20220424,CD06,17,1.37208,103.85265
20220424,CD06,18,1.37629,103.86538
20220424,CD06,19,1.37629,103.86538
20220424,CD06,20,1.37629,103.86538
20220424,CD06,21,1.37629,103.86538
20220424,CD06,22,1.31895,103.89445
20220424,CA04,0,1.31895,103.89445
20220424,CA04,1,1.36426,103.96572
20220424,CA04,2,1.37229,103.97148
20220424,CA04,3,1.36354,103.95877
20220424,CA04,4,1.37119,103.94521
20220424,CA04,5,1.37207,103.96992
20220424,CA04,6,1.37601,103.97296
20220424,CA04,7,1.38046,103.97668
20220424,CA04,8,1.36673,103.9517
20220424,CA04,9,1.3744,103.96049
20220424,CA04,10,1.37827,103.9565
20220424,CA04,11,1.37489,103.9531
20220424,CA04,12,1.37805,103.94071
20220424,CA04,13,1.34704,103.95864
20220424,CA04,14,1.34704,103.95864
20220424,CA04,15,1.34704,103.95864
20220424,CA04,16,1.31536,103.71581
20220424,CA04,17,1.31536,103.71581
20220424,CA04,18,1.31895,103.89445
20220424,CB05,0,1.31895,103.89445
20220424,CB05,1,1.4444,103.8057
20220424,CB05,2,1.4444,103.8057
20220424,CB05,3,1.4444,103.8057
20220424,CB05,4,1.4258,103.7755
20220424,CB05,5,1.43474,103.8027
20220424,CB05,6,1.43474,103.8027
20220424,CB05,7,1.43437,103.80244
20220424,CB05,8,1.43517,103.80487
20220424,CB05,9,1.43787,103.80677
20220424,CB05,10,1.43787,103.80677
20220424,CB05,11,1.43474,103.8027
20220424,CB05,12,1.43474,103.8027
20220424,CB05,13,1.43474,103.8027
20220424,CB05,14,1.43656,103.80601
20220424,CB05,15,1.43656,103.80601
20220424,CB05,16,1.43656,103.80601
20220424,CB05,17,1.43656,103.80601
20220424,CB05,18,1.31895,103.89445
20220424,DT09,0,1.31895,103.89445
20220424,DT09,1,1.30573,103.75924
20220424,DT09,2,1.31895,103.89445
20220424,CD02,0,1.31895,103.89445
20220424,CD02,1,1.34806,103.88127
20220424,CD02,2,1.34324,103.88626
20220424,CD02,3,1.34206,103.88562
20220424,CD02,4,1.34468,103.88481
20220424,CD02,5,1.33926,103.89161
20220424,CD02,6,1.33857,103.88517
20220424,CD02,7,1.36958,103.89561
20220424,CD02,8,1.37995,103.89043
20220424,CD02,9,1.37995,103.89043
20220424,CD02,10,1.37447,103.88273
20220424,CD02,11,1.37556,103.87839
20220424,CD02,12,1.34576,103.87692
20220424,CD02,13,1.31895,103.89445
20220424,CB06,0,1.31895,103.89445
20220424,CB06,1,1.46442,103.8113
20220424,CB06,2,1.44416,103.81413
20220424,CB06,3,1.4452,103.81304
20220424,CB06,4,1.44489,103.81287
20220424,CB06,5,1.44485,103.81283
20220424,CB06,6,1.44231,103.81847
20220424,CB06,7,1.44231,103.81847
20220424,CB06,8,1.4423,103.8184
20220424,CB06,9,1.44231,103.81847
20220424,CB06,10,1.44217,103.81828
20220424,CB06,11,1.44231,103.81847
20220424,CB06,12,1.44217,103.81828
20220424,CB06,13,1.44231,103.81847
20220424,CB06,14,1.44324,103.81604
20220424,CB06,15,1.44356,103.81526
20220424,CB06,16,1.44324,103.81604
20220424,CB06,17,1.44324,103.81604
20220424,CB06,18,1.44324,103.81604
20220424,CB06,19,1.46978,103.81266
20220424,CB06,20,1.31895,103.89445
20220424,CC07,0,1.31895,103.89445
20220424,CC07,1,1.30655,103.7692
20220424,CC07,2,1.31148,103.76757
20220424,CC07,3,1.31148,103.76757
20220424,CC07,4,1.31593,103.76407
20220424,CC07,5,1.31855,103.76203
20220424,CC07,6,1.32751,103.7634
20220424,CC07,7,1.32751,103.7634
20220424,CC07,8,1.30454,103.76851
20220424,CC07,9,1.31013,103.7702
20220424,CC07,10,1.3031,103.76345
20220424,CC07,11,1.29907,103.85806
20220424,CC07,12,1.30312,103.74669
20220424,CC07,13,1.31536,103.71581
20220424,CC07,14,1.31536,103.71581
20220424,CC07,15,1.31536,103.71581
20220424,CC07,16,1.31721,103.71663
20220424,CC07,17,1.30312,103.74669
20220424,CC07,18,1.31536,103.71581
20220424,CC07,19,1.31536,103.71581
20220424,CC07,20,1.31536,103.71581
20220424,CC07,21,1.31536,103.71581
20220424,CC07,22,1.31536,103.71581
20220424,CC07,23,1.31279,103.75164
20220424,CC07,24,1.30374,103.76014
20220424,CC07,25,1.31895,103.89445
20220424,CB03,0,1.31895,103.89445
20220424,CB03,1,1.37144,103.77276
20220424,CB03,2,1.37503,103.77467
20220424,CB03,3,1.37419,103.76761
20220424,CB03,4,1.37815,103.77409
20220424,CB03,5,1.37733,103.76304
20220424,CB03,6,1.38663,103.76695
20220424,CB03,7,1.38717,103.77115
20220424,CB03,8,1.38994,103.77018
20220424,CB03,9,1.37633,103.74988
20220424,CB03,10,1.38223,103.74725
20220424,CB03,11,1.37684,103.74711
20220424,CB03,12,1.37348,103.74404
20220424,CB03,13,1.37325,103.74349
20220424,CB03,14,1.37325,103.74349
20220424,CB03,15,1.37264,103.74381
20220424,CB03,16,1.38182,103.74227
20220424,CB03,17,1.38395,103.74944
20220424,CB03,18,1.38851,103.74161
20220424,CB03,19,1.396,103.74987
20220424,CB03,20,1.40778,103.74482
20220424,CB03,21,1.4098,103.75805
20220424,CB03,22,1.40508,103.75797
20220424,CB03,23,1.40675,103.75923
20220424,CB03,24,1.38467,103.74042
20220424,CB03,25,1.31895,103.89445
20220424,CC04,0,1.31895,103.89445
20220424,CC04,1,1.32761,103.6682
20220424,CC04,2,1.31406,103.66222
20220424,CC04,3,1.31411,103.69517
20220424,CC04,4,1.31225,103.69715
20220424,CC04,5,1.32056,103.63211
20220424,CC04,6,1.32531,103.64292
20220424,CC04,7,1.32474,103.64875
20220424,CC04,8,1.33404,103.636
20220424,CC04,9,1.28967,103.62377
20220424,CC04,10,1.31739,103.65314
20220424,CC04,11,1.32214,103.66083
20220424,CC04,12,1.32214,103.66083
20220424,CC04,13,1.31021,103.67612
20220424,CC04,14,1.31323,103.67058
20220424,CC04,15,1.30271,103.74643
20220424,CC04,16,1.31823,103.69856
20220424,CC04,17,1.31676,103.6977
20220424,CC04,18,1.31536,103.71581
20220424,CC04,19,1.32344,103.66057
20220424,CC04,20,1.31895,103.89445
20220424,CB04,0,1.31895,103.89445
20220424,CB04,1,1.4394,103.83897
20220424,CB04,2,1.43631,103.83677
20220424,CB04,3,1.42664,103.83715
20220424,CB04,4,1.4344,103.83765
20220424,CB04,5,1.42755,103.8509
20220424,CB04,6,1.43667,103.84378
20220424,CB04,7,1.46033,103.83839
20220424,CB04,8,1.4602,103.84008
20220424,CB04,9,1.44752,103.81676
20220424,CB04,10,1.44807,103.81856
20220424,CB04,11,1.45304,103.82061
20220424,CB04,12,1.44339,103.81698
20220424,CB04,13,1.45167,103.81379
20220424,CB04,14,1.46197,103.81377
20220424,CB04,15,1.45012,103.83139
20220424,CB04,16,1.44342,103.83147
20220424,CB04,17,1.43623,103.84288
20220424,CB04,18,1.43739,103.84199
20220424,CB04,19,1.43696,103.84214
20220424,CB04,20,1.43739,103.84199
20220424,CB04,21,1.31895,103.89445
